#Fri Nov  8 19:02:09 2024
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = crate, slot, mpd, adc_ch, CM min, CM max
          24          11           0           0         422         582
          24          11           0           1         473         636
          24          11           0           2         375         529
          24          11           0           3         435         593
          24          11           0           4         459         613
          24          11           0           5         409         553
          24          11           0           6         479         631
          24          11           0           7         412         603
          24          11           0           8         364         500
          24          11           0           9         440         583
          24          11           0          10         431         578
          24          11           0          11         448         615
          24          11           0          12         365         482
          24          11           0          13         432         555
          24          11           0          14         480         606
          24          11           1           0         537         617
          24          11           1           1         496         607
          24          11           1           2         359         526
          24          11           1           4         419         585
          24          11           1           5         535         667
          24          11           1           6         448         572
          24          11           1           7         455         593
          24          11           1           8         479         612
          24          11           1           9         352         466
          24          11           1          10         429         583
          24          11           1          11         358         465
          24          11           1          12         562         655
          24          11           1          13         477         583
          24          11           1          14         245         338
          24          11           2           3         358         454
          24          11           2           2         400         504
          24          11           2           1         483         599
          24          11           2           0         363         486
          24          11           2           7         252         392
          24          11           2           6         315         477
          24          11           2           5         417         587
          24          11           2           4         459         589
          24          11           2          14         497         612
          24          11           2          13         442         568
          24          11           2          12         394         501
          24          11           2          11         473         608
          24          11           2          10         499         621
          24          11           2           9         519         643
          24          11           2           8         432         566
          24          11           3           3         515         669
          24          11           3           2         464         617
          24          11           3           1         480         623
          24          11           3           0         430         574
          24          11           3           7         469         609
          24          11           3           6         428         554
          24          11           3           5         404         539
          24          11           3           4         432         555
          24          11           3          13         393         480
          24          11           3          12         354         467
          24          11           3          11         457         578
          24          11           3          10         411         525
          24          11           3           9         420         526
          24          11           3           8         516         643
          24          11           4           0         291         437
          24          11           4           1         253         406
          24          11           4           2         387         554
          24          11           4           3         456         610
          24          11           4           4         544         706
          24          11           4           5         298         478
          24          11           4           6         291         457
          24          11           4           7         424         593
          24          11           4           8         468         613
          24          11           4           9         363         534
          24          11           4          10         468         601
          24          11           4          11         403         585
          24          11           4          12         245         413
          24          11           4          13         378         548
          24          11           4          14         327         558
          24          11           5           0         441         625
          24          11           5           1         531         696
          24          11           5           2         545         723
          24          11           5           4         324         474
          24          11           5           5         418         543
          24          11           5           6         459         582
          24          11           5           7         455         594
          24          11           5           8         429         555
          24          11           5           9         383         514
          24          11           5          10         427         539
          24          11           5          11         478         592
          24          11           5          12         470         557
          24          11           5          13         433         513
          24          11           5          14         405         495
          24          11           6           3         522         597
          24          11           6           2         445         543
          24          11           6           1         530         659
          24          11           6           0         474         621
          24          11           6           7         456         604
          24          11           6           6         316         487
          24          11           6           5         380         555
          24          11           6           4         496         648
          24          11           6          14         403         538
          24          11           6          13         465         622
          24          11           6          12         471         629
          24          11           6          11           0           0
          24          11           6          10         438         572
          24          11           6           9         439         583
          24          11           6           8         404         569
          24          11           7           3         446         624
          24          11           7           2         401         543
          24          11           7           1         428         578
          24          11           7           0         430         575
          24          11           7           7         446         621
          24          11           7           6         436         597
          24          11           7           5         460         678
          24          11           7           4         403         621
          24          11           7          13         366         501
          24          11           7          12         569         678
          24          11           7          11           0           0
          24          11           7          10         448         504
          24          11           7           9         326         408
          24          11           7           8         250         410
          24          11           8           0         486         568
          24          11           8           1         496         655
          24          11           8           2         554         652
          24          11           8           3         530         665
          24          11           8           4         447         551
          24          11           8           5         226         351
          24          11           8           6         556         665
          24          11           8           7         463         567
          24          11           8           8         423         547
          24          11           8           9         497         624
          24          11           8          10         492         606
          24          11           8          11         516         617
          24          11           8          12         409         546
          24          11           8          13         374         502
          24          11           8          14         505         685
          24          11           9           0         294         392
          24          11           9           1         433         548
          24          11           9           2         505         594
          24          11           9           3         321         416
          24          11           9           4         286         421
          24          11           9           5         356         459
          24          11           9           6         475         565
          24          11           9           7         460         558
          24          11           9           8         438         539
          24          11           9           9         547         641
          24          11           9          10         284         365
          24          11           9          11         378         461
          24          11           9          12         311         481
          24          11           9          13         405         546
          24          11           9          14         433         562
          24          11          10           0         358         451
          24          11          10           1         528         627
          24          11          10           2         409         503
          24          11          10           3         342         414
