#Fri Jan 31 14:34:14 2025
# Copy this file into $DB_DIR/gemped to use these pedestals for analysis
# format = crate, slot, mpd, adc_ch, CM mean, CM RMS
          58          11          12           0         534.11         12.493
          58          11          12           1         667.66         11.168
          58          11          12           2         600.12         11.332
          58          11          12           3         642.37             12
          58          11          12           4          744.5          12.31
          58          11          12           5          698.4         12.527
          58          11          12           6         647.53         11.368
          58          11          12           7         710.71          11.11
          58          11          12           8         631.85         11.031
          58          11          12           9         516.86         10.421
          58          11          12          10         469.33         10.731
          58          11          12          11         637.37         13.298
          58          11          16          10         540.74         12.584
          58          11          16          11         613.56         11.994
          58          11          16          12         584.26         10.631
          58          11          16          13         596.37         11.984
          58          11          16          14         415.94         11.681
          58          11          17           0         438.67         13.077
          58          11          17           1         543.82         11.193
          58          11          17           2          588.9         11.864
          58          11          17           3         536.53         11.193
          58          11          17           4         525.74         11.572
          58          11          13           0         497.11         13.002
          58          11          13           1         450.88         9.1412
          58          11          13           2         550.07         11.122
          58          11          13           3          608.1         8.6726
          58          11          13           4         378.87          8.251
          58          11          13           5         541.16         8.6543
          58          11          13           6         556.32         10.764
          58          11          13           7         623.11         9.1129
          58          11          13           8         436.75         9.7421
          58          11          13           9          528.2           9.15
          58          11          13          10         418.66         8.4278
          58          11          13          11         492.05         10.711
          58          11          16           5         493.82         10.367
          58          11          16           6         550.13         11.292
          58          11          16           7         592.79         8.9352
          58          11          16           8         401.91         10.817
          58          11          16           9         619.83         11.358
          58          11          17           5         626.42         10.398
          58          11          17           6         600.85         9.6857
          58          11          17           7         611.73         9.6277
          58          11          17           8         645.37         9.8012
          58          11          17           9         562.46         9.4169
          58          11          14           0         357.02         9.4026
          58          11          14           1          435.6         9.0031
          58          11          14           2         342.45         12.403
          58          11          14           3         422.09         9.3235
          58          11          14           4         425.84         8.3915
          58          11          14           5         472.09         9.2503
          58          11          14           6         516.71         9.8973
          58          11          14           7         556.72         9.6997
          58          11          14           8         584.54         9.4311
          58          11          14           9         405.08         8.5734
          58          11          14          10         450.67          8.864
          58          11          14          11         407.94          11.12
          58          11          16           0         621.96         10.531
          58          11          16           1          530.3         10.583
          58          11          16           2         421.77          11.06
          58          11          16           3         543.09         9.3663
          58          11          16           4         430.76         9.4368
          58          11          17          10          432.7         11.347
          58          11          17          11         340.36         11.307
          58          11          17          12         273.93         10.975
          58          11          17          13         480.74         11.018
          58          11          17          14         422.35         11.274
          58          11          15           0          648.7         12.769
          58          11          15           1         556.45         9.1191
          58          11          15           2          584.6         10.581
